dataset_name,preset,target_activation_rate,activation_rate,activation_rate_error,ema_activation_rate,threshold,avg_processing_time,total_energy_spent,baseline_energy_cost,actual_energy_cost,absolute_energy_savings,estimated_energy_savings_pct,energy_efficiency,total_inputs,activations,tp,fp,fn,tn,precision,recall,specificity,f1,accuracy,balanced_accuracy,false_positive_rate,false_negative_rate,prevalence,description
iot_sensors,auto_tuned,0.15,0.07466666666666667,0.07533333333333332,0.25000156376291305,0.88,0.002732243336773128,1888.0603847739037,15900.0,1881.2,14018.8,88.1685534591195,0.8816855345911949,1500,112,75,37,75,1313,0.6696428571428571,0.5,0.9725925925925926,0.5725190839694656,0.9253333333333333,0.7362962962962962,0.027407407407407408,0.5,0.1,IoT multisensor monitoring (rare faults labeled)
iot_sensors,conservative,0.25,0.046,0.20400000000000001,0.10312316858717635,0.92,0.0028275198502937496,1528.1010562445335,15900.0,1446.9,14453.1,90.9,0.909,1500,69,57,12,93,1338,0.8260869565217391,0.38,0.9911111111111112,0.5205479452054794,0.93,0.6855555555555556,0.008888888888888889,0.62,0.1,IoT multisensor monitoring (rare faults labeled)
iot_sensors,energy_saver,0.25,0.046,0.20400000000000001,0.10312316858717635,0.92,0.0028275198502937496,1528.1010562445335,15900.0,1446.9,14453.1,90.9,0.909,1500,69,57,12,93,1338,0.8260869565217391,0.38,0.9911111111111112,0.5205479452054794,0.93,0.6855555555555556,0.008888888888888889,0.62,0.1,IoT multisensor monitoring (rare faults labeled)
iot_sensors,tuned_v2,0.25,0.050666666666666665,0.19933333333333333,0.10172061748370875,0.9,0.0028094762926342436,1599.2384508952687,15900.0,1517.6,14382.4,90.45534591194968,0.9045534591194968,1500,76,62,14,88,1336,0.8157894736842105,0.41333333333333333,0.9896296296296296,0.5486725663716814,0.932,0.7014814814814815,0.01037037037037037,0.5866666666666667,0.1,IoT multisensor monitoring (rare faults labeled)
mitbih_ecg,aggressive,0.25,0.09431020270337376,0.15568979729662624,0.049524267066726115,0.88,0.002598415223496353,117127.24128739044,1067303.4,146254.09999999998,921049.2999999999,86.29685804430119,0.8629685804430118,100689,9496,2563,6933,8043,83150,0.26990311710193765,0.24165566660380916,0.923037643062509,0.254999502537061,0.8512647856270298,0.5823466548331591,0.07696235693749098,0.7583443333961908,0.10533424703790881,MIT-BIH arrhythmia beats (non-N labelled as arrhythmia)
mitbih_ecg,auto_tuned,0.15,0.06754461758484046,0.08245538241515954,4.469620587399608e-06,0.88,0.0026338213605669437,101313.71159724038,1067303.4,119034.59999999999,948268.7999999999,88.84716379616144,0.8884716379616143,100689,6801,2312,4489,8294,85594,0.33995000735186004,0.21798981708466905,0.9501681782356272,0.26564025966565175,0.8730447218663409,0.5840789976601481,0.049831821764372855,0.782010182915331,0.10533424703790881,MIT-BIH arrhythmia beats (non-N labelled as arrhythmia)
mitbih_ecg,conservative,0.25,0.01999225337425141,0.23000774662574858,8.464374608504373e-06,0.92,0.0026730380986416022,69464.76351155265,1067303.4,70675.8,996627.5999999999,93.3780966124534,0.933780966124534,100689,2013,1005,1008,9601,89075,0.4992548435171386,0.09475768432962474,0.9888103193721346,0.15928361993818843,0.8946359582476735,0.5417840018508797,0.011189680627865413,0.9052423156703753,0.10533424703790881,MIT-BIH arrhythmia beats (non-N labelled as arrhythmia)
mitbih_ecg,ecg_mitbih_best,0.13,0.05111779836923597,0.07888220163076404,0.0002334935373433573,0.9,0.002624058071261084,90829.95687319107,1067303.4,102329.2,964974.2,90.41236072142186,0.9041236072142186,100689,5147,1875,3272,8731,86811,0.36428987759860115,0.17678672449556854,0.9636779414539924,0.23804989525804604,0.8807913476149332,0.5702323329747805,0.03632205854600757,0.8232132755044315,0.10533424703790881,MIT-BIH arrhythmia beats (non-N labelled as arrhythmia)
mitbih_ecg,ecg_v1,0.12,0.039468065031930004,0.08053193496806998,4.789724363332117e-05,0.95,0.0026192010442400698,84683.55880323336,1067303.4,90481.9,976821.4999999999,91.52238248280666,0.9152238248280666,100689,3974,1459,2515,9147,87568,0.36713638651233016,0.1375636432208184,0.9720813027985302,0.2001371742112483,0.884178013487074,0.5548224730096744,0.027918697201469757,0.8624363567791816,0.10533424703790881,MIT-BIH arrhythmia beats (non-N labelled as arrhythmia)
mitbih_ecg,energy_saver,0.25,0.01999225337425141,0.23000774662574858,8.464374608504373e-06,0.92,0.0026730380986416022,69464.76351155265,1067303.4,70675.8,996627.5999999999,93.3780966124534,0.933780966124534,100689,2013,1005,1008,9601,89075,0.4992548435171386,0.09475768432962474,0.9888103193721346,0.15928361993818843,0.8946359582476735,0.5417840018508797,0.011189680627865413,0.9052423156703753,0.10533424703790881,MIT-BIH arrhythmia beats (non-N labelled as arrhythmia)
mitbih_ecg,tuned_v2,0.25,0.045188650200121167,0.20481134979987883,8.546547231784795e-06,0.9,0.002659040901352645,87864.40950864299,1067303.4,96299.5,971003.8999999999,90.97730785829035,0.9097730785829035,100689,4550,1817,2733,8789,87350,0.3993406593406593,0.17131812181783895,0.9696613123452815,0.23977302718395355,0.8855684334932317,0.5704897170815603,0.030338687654718425,0.828681878182161,0.10533424703790881,MIT-BIH arrhythmia beats (non-N labelled as arrhythmia)
network_security,aggressive,0.25,0.06333333333333334,0.18666666666666665,0.10862283293579426,0.8793212643217225,0.002582227706632719,1368.5610629933847,12720.0,1367.6,11352.4,89.24842767295598,0.8924842767295598,1200,76,35,41,115,1009,0.4605263157894737,0.23333333333333334,0.960952380952381,0.30973451327433627,0.87,0.5971428571428572,0.039047619047619046,0.7666666666666667,0.125,Network intrusion patterns (attacks vs benign)
network_security,auto_tuned,0.15,0.0475,0.1025,0.2500000343973973,0.88,0.0025984597411688884,1198.1488209865058,12720.0,1175.6999999999998,11544.3,90.75707547169812,0.9075707547169811,1200,57,29,28,121,1022,0.5087719298245614,0.19333333333333333,0.9733333333333334,0.2801932367149758,0.8758333333333334,0.5833333333333334,0.02666666666666667,0.8066666666666666,0.125,Network intrusion patterns (attacks vs benign)
network_security,conservative,0.25,0.021666666666666667,0.22833333333333333,0.10016596205945454,0.92,0.0026417707192375904,877.344154800709,12720.0,862.5999999999999,11857.4,93.2185534591195,0.932185534591195,1200,26,13,13,137,1037,0.5,0.08666666666666667,0.9876190476190476,0.14772727272727273,0.875,0.5371428571428571,0.012380952380952381,0.9133333333333333,0.125,Network intrusion patterns (attacks vs benign)
network_security,energy_saver,0.25,0.021666666666666667,0.22833333333333333,0.10016596205945454,0.92,0.0026417707192375904,877.344154800709,12720.0,862.5999999999999,11857.4,93.2185534591195,0.932185534591195,1200,26,13,13,137,1037,0.5,0.08666666666666667,0.9876190476190476,0.14772727272727273,0.875,0.5371428571428571,0.012380952380952381,0.9133333333333333,0.125,Network intrusion patterns (attacks vs benign)
network_security,tuned_v2,0.25,0.041666666666666664,0.20833333333333334,0.10101448904507475,0.9,0.002620131791336712,1110.3915027419118,12720.0,1105.0,11615.0,91.312893081761,0.91312893081761,1200,50,28,22,122,1028,0.56,0.18666666666666668,0.979047619047619,0.28,0.88,0.5828571428571429,0.02095238095238095,0.8133333333333334,0.125,Network intrusion patterns (attacks vs benign)
